itstId,itstNm,mapCtptIntLat,mapCtptIntLot
21400,중화역(연등),376036056,1270790987
21409,능동로분수광장(연등),375419707,1270716269
21414,동대문소방서(연등),375642072,1270664467
21417,신정배수펌프장(연등),375256524,1268769215
21419,온수역입구(연등),374908804,1268275328
21420,삼성교(연등)1,374706547,1269414451
2144,한강자이에클라트,375317947,1269553911
21445,동문빌딩(연등),375224240,1268690040
21453,보성운수종점(연등),374638686,1269191125
21466,탄천교(연등),374946627,1271051690
2148,신정3동우체국,375128637,1268535417
21481,공진중학교(연등)1,375650581,1268476041
21483,개봉1동사거리(연등),375019886,1268476158
21486,등촌역(연등)1,375509284,1268646864
21491,종암사거리(연등),376025487,1270325559
215,디지털미디어씨티역,375781848,1269017242
2151,한마을아파트,374966358,1268627629
2152,수락초교삼거리,376847290,1270554750
2153,늘푸른교회,375459430,1271709861
21536,부암동주민센터(연등),375928162,1269644963
2154,강북구민운동장,376306592,1270415525
21544,가마산지하차도(연등),374906030,1268815614
2155,용두공원,375728995,1270418413
21552,이수역(연등),374855904,1269837126
21554,대조초교(연등),376142485,1269177764
2157,천호사거리,375386616,1271234008
21571,관악현대아파트(연등),374924041,1269565221
21575,능산사거리(연등)1,376082848,1271002232
2158,강동역,375359063,1271323379
216,영화아파트,374969425,1268596379
2160,한강대교남단,375135789,1269559530
21602,대일고교(연등),375378839,1268635695
21603,거리공원(연등),375011554,1268906989
21608,신성교(연등)1,374710349,1269368786
21611,탑골공원(연등),375726920,1269878389
21615,해주카센터(연등),375456904,1270733388
21619,서울역사박물관(연등),375692558,1269705278
2162,복정역,374707525,1271267581
21625,이수교차로(연등),375003642,1269855630
21627,영림중(연등),374961414,1268905854
21659,당산중(연등)1,375311912,1269057763
21670,화양사거리(연등),375481920,1270656782
21672,어린이대공원역(연등),375476757,1270726541
21679,건대후문(연등),375378478,1270741017
2168,봉화지구대,376144373,1270960440
21681,자양초교(연등),375371788,1270806454
2169,동성아파트앞,376103746,1270961296
21691,잠실대교북단사거리(연등),375312189,1270863703
21694,성수1차대우아파트(연등),375442611,1270651941
21704,배명사거리(연등),375025401,1270983486
21709,상계교(연등),376615960,1270538888
21722,성수2가(연등),375393889,1270623858
21734,대원주유소(연등),374860288,1268564925
21737,용산역앞(연등),375269421,1269643246
21738,홍파복지원(연등),376796892,1270553625
21741,온수골사거리(연등),376613948,1270563445
21747,농협공릉지점(연등),376234531,1270737503
21748,화랑삼거리(연등),376230507,1270902343
2175,올림픽공원동2문,375157944,1271306615
21754,삼육대(연등),376387627,1271086575
2176,헌릉IC,374617934,1270852378
2179,신정이펜하우스3단지,375138982,1268286980
21816,종로4가(연등)1,375701474,1269978832
21821,세종대로사거리(연등)1,375700921,1269756860
21828,하림각(연등),375990938,1269603668
2183,신정푸른마을입구,375151336,1268332729
21830,재향군인회(연등),375742150,1269975770
21831,혜화역(연등)1,375838473,1270016025
21832,무악재역(연등),375813229,1269509296
21835,광교(연등),375687245,1269827649
21843,낙원상가(연등),375750582,1269868557
21846,구기터널(연등),376082765,1269570866
21847,신영소방서(연등),376047405,1269611001
21850,청계2가(연등),375679802,1269876671
21851,상암MBC 연등교차로,375816070,1268915050
21855,팔판동(연등),375799968,1269799195
21857,정부서울청사(연등),375758331,1269736060
21864,청계4가(연등),375687441,1269979823
21865,동묘앞역(연등)1,375734609,1270173311
21873,낙성대입구(연등),374779304,1269613752
21876,중계종합사회복지관(연등),376565155,1270780841
21877,중계주공4.5단지(연등),376554184,1270782018
2189,서부트럭터미널,375091797,1268429183
2190,상계14.16단지,376705256,1270562523
21914,워커힐아파트(연등),375493233,1271080542
21918,신화중학교(연등),375394545,1268294850
21923,홍제역(연등),375883918,1269446584
21928,서울역광장(연등),375543759,1269726339
2193,씨티21,375225480,1268958703
21943,시민교회(연등),375548135,1270855793
21946,청계광장(연등1),375693733,1269776009
2195,대방천사거리,374985026,1269202368
21972,배봉초교(연등),375777570,1270681239
21981,잠실3사거리(연등),375126118,1270922876
2199,압구정역,375272415,1270285081
21990,팬코(연등),375608348,1268382124
21991,등촌1-10단지(연등),375633146,1268390096
21992,대륭드림타운(연등),375666330,1268400877
21999,원남동사거리(연등),375770600,1269972480
2200,잠수장,375210286,1269968312
22003,석촌호(연등),375064557,1270987668
2201,성수대교남단,375291757,1270337776
2203,논현역,375111134,1270213298
22043,등촌아이파크아파트(연등),375454727,1268624377
2205,압구정한양아파트,375287979,1270369339
22050,청파동삼거리(연등),375491753,1269699649
22054,국립중앙박물관(연등),375209852,1269789042
2206,대우증권,375611514,1270667354
22068,KT한강로빌딩(연등),375319975,1269706774
2207,국기원입구,374990121,1270310323
22078,소화아동병원(연등),375527010,1269691341
2208,가양역,375610715,1268551562
22080,숙명여대입구(연등),375442044,1269707322
22081,숙대입구역7번출구(연등),375437531,1269723859
22086,효창공원앞역(연등),375402204,1269617725
22092,용산역(연등),375278632,1269666092
22095,원효로2가(연등),375344108,1269622516
22102,이태원(연등),375343799,1269920451
22104,전자랜드(연등),375332743,1269598693
2211,학동역,375139972,1270307459
22111,철도정비창(연등)1,375330222,1269587805
22114,한강중교앞(연등),375252949,1269916305
2212,선릉역,375044875,1270490277
22129,잠실대교남단삼거리(연등),375168178,1270977784
22134,송파사거리(연등),375004529,1271115332
2214,포스코사거리,375068692,1270566375
22144,한강자이에클라트(연등),375323143,1269551013
2215,현대백화점무역센터,375077380,1270594374
22155,용두공원(연등),375735061,1270402186
2216,원혜빌딩,375084538,1270557904
22162,복정역(연등),374707865,1271276468
22168,봉화지구대(연등)1,376148818,1270950241
2217,역삼역,375008250,1270369311
22179,신정이펜하우스3단지(연등),375137479,1268272498
2218,송파경찰서,375019960,1271281388
2219,르네상스호텔,375026162,1270427921
22199,압구정역(연등)1,375282008,1270283022
222,KT노원지사,376548240,1270631036
2220,상계11.13단지,376673249,1270571024
22203,논현역(연등),375115284,1270227530
22205,압구정한양아파트(연등)1,375286510,1270374066
22207,국기원입구(연등),374996489,1270331074
22212,선릉역(연등),375058405,1270483914
22214,포스코사거리(연등),375054421,1270573950
22218,송파경찰서(연등)1,375014741,1271276784
22227,서강대정문(연등),375512844,1269377063
22237,잠실학원사거리(연등),375061290,1270895728
2224,장미아파트앞,375434516,1270446802
22246,모래내고가하부(연등),375665233,1269220848
22262,안국동사거리(연등),375760636,1269844131
22268,구로디지털단지역(연등),374847394,1269018838
22269,유통상가정문(연등),374426047,1269036351
2227,서강대정문,375515557,1269376038
22270,강남을지병원(연등),375189172,1270262219
22276,방화2단지(연등)1,375739746,1268204927
22287,베네치아호텔(연등),375048762,1270350431
2229,서교동사거리,375527275,1269182087
2230,방학사거리,376628359,1270424394
22300,한국폴리텍대학입구(연등),375454855,1268446686
22302,증미역(연등)1,375577694,1268639654
2231,월드컵파크207동,375759707,1268911531
22312,잠실토끼굴(연등),375166309,1270773758
22313,선일농원(연등),375112095,1271414543
2232,잠실지구대,375117329,1270825154
22321,광성상가(연등)1,375817306,1270385564
2233,KT앞삼거리,375137500,1271073962
22336,보석빌딩(연등),374841624,1270450610
22341,장안지구대앞(연등),375742213,1270719183
22349,떡전교사거리(연등),375862687,1270520015
2235,압구정현대아파트,375281165,1270302283
22356,용두4교(연등),375740635,1270360228
22358,우리은행중화(연등),376064612,1270785712
22360,장안지하차도(연등),375798188,1270747783
22362,이문파출소(연등)1,375987418,1270677393
22369,장안아파트입구(연등),375722124,1270737475
2237,잠실학원사거리,375075459,1270907385
22377,장안동근린공원(연등),375762714,1270720479
22379,청량리역(연등)1,375806031,1270458983
2238,한성백제박물관,375150149,1271197509
2241,남2문,375139248,1271228409
22415,가좌삼거리(연등),375698860,1269135727
22419,독립문삼호아파트(연등),375716157,1269590177
2242,과학수사연구소,375209746,1268376660
22421,동교동삼거리(연등),375583715,1269257768
22449,신촌기차역(연등)1,375591279,1269421012
22458,연대녹지대앞(연등),375601697,1269345500
22459,연세대(연등),375600824,1269379651
2246,모래내고가하부,375665233,1269220848
22464,연희IC(연등),375642880,1269289894
22471,인왕아파트(연등),375850229,1269482172
22476,충정로역(연등),375593389,1269635945
22477,국민연금북부(연등),375621272,1269640753
22481,독립공원(연등),375759207,1269562014
22499,에쓰오일(연등),374500755,1269033161
22500,굴다리입구(연등),375598846,1269403916
2251,서울문화고교,376627132,1270466201
22517,독산사거리(연등),374715094,1268972828
2252,남부주유소,375195416,1268383510
22524,말미사거리(연등),374664880,1268986489
22525,독산고개(연등),374736929,1268984349
2253,신정2단지입구,375145530,1268312365
22533,벽산밸리5차(연등),374779976,1268845240
22538,시흥사거리(연등)1,374548020,1269015452
22539,금천구청입구(연등),374570207,1268987726
22564,휘경여중고(연등),375848443,1270677552
22571,상왕십리역(연등)1,375654427,1270300867
22580,기독회관(연등)1,375746963,1270021239
22581,장안LPG(연등),375754099,1270673956
22585,오류IC(연등),374968106,1268457168
22588,서울대병원앞(연등),375799989,1270021641
2259,신수천주교회,375474106,1269343399
226,을지병원,376372008,1270703423
22603,노원주유소앞(연등),376210119,1270745401
2261,신촌현대백화점,375560943,1269342876
2262,안국동사거리,375756094,1269830054
22624,효자동삼거리(연등),375830205,1269736602
22628,봉림교(연등),374839010,1269269293
2263,상봉2동,375931815,1270886405
2264,동부시장,375942133,1270772490
22650,촬영소사거리(연등)1,375738010,1270668931
22654,대방대림아파트(연등),375088097,1269252245
22661,ASEM입구(연등),375104913,1270579539
22669,래미안아트힐(연등),374782522,1270066479
2267,오금고정문앞,375034946,1271296384
22678,갈현우남아파트(연등),376184464,1269060692
2268,구로디지털단지역,374844914,1269027856
2269,유통상가정문,374437887,1269037745
2270,강남을지병원,375197164,1270281168
22705,성신여대입구역(연등)1,375935387,1270179452
2271,유니세프앞,375811263,1269736898
22711,한강진역(연등),375404007,1270018024
22713,송정역(연등),375613596,1268107780
2273,마포고정문,375593194,1268542260
2276,방화2단지,375733203,1268205065
2277,서남물재생센터,375729567,1268258234
22770,송정건영아파트(연등),375565345,1270721278
22803,강서교육지원청입구(연등),375395774,1268325221
22804,목마공원(연등)1,375373497,1268854890
22805,양정고(연등),375334207,1268876623
22806,구파발역정류장(연등),376364566,1269169092
22821,엠버서더호텔(연등),375597300,1270028805
22823,동대문역사문화공원(연등),375662673,1270067800
22855,약수역(연등),375538378,1270115438
22864,을지로4가(연등)1,375673779,1269980969
22865,을지로5가(연등1),375668000,1270002800
22866,청계5가(연등),375698376,1270020403
2287,베네치아호텔,375060268,1270344866
22870,퇴계로4가(연등),375630092,1269984635
22871,충무로역(연등),375611248,1269926403
22899,숭례문정류장(연등),375582468,1269735227
2290,선릉공원앞,375070125,1270471447
22902,삼선빌딩(연등1),375580674,1269777238
22903,조선호텔앞(연등),375636844,1269797199
22904,시청(연등),375638418,1269778649
22905,시청역2호선(연등),375633687,1269748938
22932,화곡사거리(연등),375296160,1268479608
22938,방화2동(연등),375676747,1268127782
22939,화곡터널남단(연등),375337030,1268462964
22946,강남세브란스(연등)1,374936563,1270449672
22947,대치우성아파트(연등),375013512,1270685910
22952,청실종합(연등)1,374935611,1270611541
22953,도곡역(연등)1,374898661,1270530750
22957,수도방위사령부(연등),374684010,1269865740
22958,서초구민회관(연등),374825733,1270361050
2296,세곡보금자리삼거리,374650307,1270953614
22960,영동1교(연등),374717982,1270386554
22966,휘문고교(연등),375048324,1270638745
22969,국민은행역삼(연등),374955975,1270287826
22979,씨티극장(연등),375010050,1270261437
22984,논현경복아파트(연등)1,375105844,1270366663
22985,영동시장(연등),375064642,1270235206
22996,역삼119안전센터(연등),374978924,1270433970
23,강남프라자,375130940,1270354353
2300,한국폴리텍대학입구,375464597,1268453003
23000,영동2교북단(연등),374809275,1270420243
23005,대웅제약(연등)1,375150099,1270643429
23007,역삼초교(연등),374935840,1270317641
23009,도성초교사거리(연등)1,375015400,1270538682
23013,싸리고개공원사거리(연등)1,374899793,1270330263
23014,포이사거리(연등),374770288,1270452883
23016,강남경찰서(연등),375100418,1270673772
23019,도곡1동주민센타(연등),374928793,1270424368
2302,증미역,375568464,1268631096
23021,한티역(연등),374951276,1270534337
23023,대치은마아파트(연등),374959019,1270625127
23024,우성2차201동앞(연등),374994392,1270625795
23027,우리은행포이(연등),374789812,1270490829
23028,개포우성3차아파트(연등)1,374822523,1270553883
23031,수도공고(연등),374878263,1270629598
23033,개포2동주민센터(연등),374893697,1270677771
23039,트럭터미널(연등),374615786,1270372473
2304,여의2교,375257387,1269109904
23045,역삼영동아파트(연등),374976195,1270522790
23047,휘문고정문(연등),375038915,1270611079
23048,대치사거리(연등),375045022,1270578997
23049,(구)역삼세무서(연등)1,374964708,1270405227
23050,역삼세무서(연등)1,374946158,1270351974
23054,진흥아파트(연등),374976156,1270239094
23055,서초초교(연등),374992017,1270231408
23056,강남제일병원(연등),375023160,1270362534
23068,충신시장(연등),375739190,1270066491
23069,방죽마을사거리(연등)1,374715302,1271065652
2308,하나은행혜화,375842161,1270000566
